Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,Positive Flag,Class Active,Avg Count,Min Count,Max Count,20220412_209753990323_F12-82408-6_05.RCC,20220412_209753990323_F13-28768-1_02.RCC ,20220412_209753990323_F13-78109-1_09.RCC ,20220412_209753990323_F13-82836-4_04.RCC,20220412_209753990323_F14-08645-3_01.RCC,20220412_209753990323_F14-10362-3_03.RCC,20220412_209753990323_F15-41499-1_10.RCC,20220412_209753990323_F15-85066-4_06.RCC,20220412_209753990323_F16-0040-1_11.RCC,20220412_209753990323_F16-5220-1_08.RCC,20220412_209753990323_PanelStandard1-4745958_12.RCC,20220412_209753990323_f14-07689-1_07.RCC,20220421_209754330323_089-62574_11.RCC,20220421_209754330323_089-79521_10.RCC,20220421_209754330323_F16-2154-3_12.RCC,20220421_209754330323_F18-16288-6-8_04.RCC,20220421_209754330323_F18-32890-3-4_03.RCC,20220421_209754330323_F19-48098-1-2_02.RCC,20220421_209754330323_F19-48476-1-2_01.RCC ,20220421_209754330323_PanelStandard1-4762199_05.RCC 
IL3,,NM_001013835.1,NM_001013835.1:121,Endogenous,mRNA,100,FALSE,2,260.7,6,1928,45,20,50,30,6,289,131,22,244,243,1812,13,16,9,167,114,43,22,10,1928
IL31RA,,XM_014108431.2,XM_014108431.2:975,Endogenous,mRNA,100,FALSE,2,114.05,7,929,20,23,45,51,8,20,13,8,19,34,887,25,7,28,44,32,14,32,42,929
IL32,,XM_005621651.2,XM_005621651.2:465,Endogenous,mRNA,100,FALSE,2,174.85,15,784,69,39,80,30,15,278,162,84,232,217,761,35,86,43,242,156,88,55,41,784
IL34,,XM_022419223.1,XM_022419223.1:727,Endogenous,mRNA,100,FALSE,2,398.2,112,790,183,385,634,388,287,175,170,351,217,389,720,473,112,465,291,351,358,790,456,769
IL3RA,,XM_014111816.1,XM_014111816.1:1728,Endogenous,mRNA,100,FALSE,2,163.6,7,1204,29,16,27,23,14,89,88,17,110,117,1198,7,16,10,115,72,23,27,70,1204
IL4,,NM_001003159.1,NM_001003159.1:50,Endogenous,mRNA,100,FALSE,2,191.85,8,1285,37,14,46,21,8,222,133,18,248,223,1138,11,45,49,153,103,55,19,9,1285
IL4R,,XM_547077.2,XM_547077.2:913,Endogenous,mRNA,100,FALSE,2,156.9,44,802,208,88,149,112,63,61,57,64,73,67,738,99,66,83,62,44,63,165,74,802
IL5,,NM_001006950.1,NM_001006950.1:23,Endogenous,mRNA,100,FALSE,2,179.8,9,1132,50,15,57,28,9,236,121,24,233,185,1053,25,48,13,171,84,55,37,20,1132
IL5RA,,XM_022407196.1,XM_022407196.1:1010,Endogenous,mRNA,95,FALSE,2,111.8,1,1102,5,5,5,3,5,10,4,7,3,9,1034,6,1,5,5,5,8,9,5,1102
IL6,,NM_001003301.1,NM_001003301.1:341,Endogenous,mRNA,100,FALSE,2,329.7,19,2084,352,30,108,126,33,320,172,45,448,286,1953,23,96,19,248,137,51,40,23,2084
IL6R,,XM_850012.1,XM_850012.1:547,Endogenous,mRNA,100,FALSE,2,249.1,53,1080,167,166,119,88,53,449,222,99,198,202,1022,121,100,103,239,183,181,109,81,1080
IL6ST,,XM_022405204.1,XM_022405204.1:840,Endogenous,mRNA,100,FALSE,2,1378.55,557,2196,912,1486,1854,1026,557,1513,1130,2069,2121,2196,865,1851,761,850,1374,1292,958,2119,1670,967
IL7,,NM_001048138.1,NM_001048138.1:93,Endogenous,mRNA,100,FALSE,2,210.05,13,1921,46,17,31,29,23,36,58,32,24,42,1730,25,27,27,13,17,15,30,58,1921
IL7R,,XM_850315.1,XM_850315.1:385,Endogenous,mRNA,100,FALSE,2,291.65,54,1601,183,98,150,192,77,158,289,114,192,235,1442,81,54,86,197,160,131,220,173,1601
IL9,,XM_003431593.3,XM_003431593.3:303,Endogenous,mRNA,100,FALSE,2,208.9,5,1523,22,10,57,30,5,204,129,21,234,160,1441,8,32,11,125,91,44,23,8,1523
ILF3,,XM_005632891.3,XM_005632891.3:1837,Endogenous,mRNA,100,FALSE,2,644,153,1232,362,898,1170,400,310,956,355,439,693,919,554,1156,153,421,469,428,429,955,1232,581
INPPL1,,XM_542327.6,XM_542327.6:2410,Endogenous,mRNA,100,FALSE,2,3344.05,1429,7488,2615,4247,7488,1761,2845,4280,2684,2711,5918,4901,1908,4103,1429,1834,1452,2256,3543,5208,3494,2204
IRAK1,,XM_549367.6,XM_549367.6:857,Endogenous,mRNA,100,FALSE,2,1138.2,467,1920,467,1389,1920,780,772,1099,847,735,1482,1685,1425,1311,655,708,780,1055,1054,1502,1424,1674
IRAK2,,XM_005632168.3,XM_005632168.3:747,Endogenous,mRNA,100,FALSE,2,338.75,119,1578,193,146,197,119,143,278,287,152,400,269,1466,134,136,129,199,202,146,274,327,1578
IRAK4,,XM_005636956.2,XM_005636956.2:1258,Endogenous,mRNA,100,FALSE,2,278.9,42,1359,202,89,171,109,42,330,211,135,332,315,1267,98,51,69,234,147,109,199,109,1359
IRF1,,XM_003639368.4,XM_003639368.4:712,Endogenous,mRNA,100,FALSE,2,766.15,309,2362,2362,484,923,376,309,743,562,423,1132,1112,1264,430,502,503,548,471,635,745,344,1455
IRF2,,XM_005629996.3,XM_005629996.3:541,Endogenous,mRNA,100,FALSE,2,1460.2,379,3890,781,1647,1963,767,1314,3890,1394,1002,1332,1652,1251,2281,379,769,1090,1003,858,2435,2049,1347
IRF3,,XM_005616307.2,XM_005616307.2:534,Endogenous,mRNA,100,FALSE,2,844.6,310,1685,720,1685,586,489,1144,1439,439,607,644,636,858,1124,310,448,691,771,1114,1022,1219,946
IRF4,,XM_005640152.1,XM_005640152.1:1633,Endogenous,mRNA,100,FALSE,2,277.7,25,1817,210,28,63,90,33,386,156,49,212,168,1633,25,60,49,173,127,168,68,39,1817
IRF5,,XM_014119060.2,XM_014119060.2:457,Endogenous,mRNA,100,FALSE,2,189.75,37,1160,124,80,120,97,70,59,79,73,51,100,1075,102,37,93,77,62,101,151,84,1160
IRF8,,XM_546793.4,XM_546793.4:2429,Endogenous,mRNA,100,FALSE,2,547.1,116,2005,282,243,411,347,116,601,439,468,449,502,1797,388,205,254,500,430,360,719,426,2005
ISG15,,XM_003639053.4,XM_003639053.4:389,Endogenous,mRNA,100,FALSE,2,516.95,98,1325,394,98,526,348,230,626,374,888,355,873,1179,738,202,273,329,222,861,364,134,1325
ISG20,,XM_545847.5,XM_545847.5:603,Endogenous,mRNA,100,FALSE,2,267.7,22,1277,331,26,117,56,27,380,305,44,413,348,1153,64,96,22,294,166,130,82,23,1277
ITGA1,,XM_005619335.3,XM_005619335.3:2756,Endogenous,mRNA,100,FALSE,2,796.55,178,1942,575,831,1327,759,825,904,460,701,995,920,1321,619,178,449,508,265,460,1942,526,1366
ITGA2,,XM_005619334.3,XM_005619334.3:1886,Endogenous,mRNA,100,FALSE,2,127,10,905,188,43,36,30,10,20,46,36,99,54,800,12,22,16,32,65,17,82,27,905
ITGA2B,,NM_001003163.2,NM_001003163.2:528,Endogenous,mRNA,100,FALSE,2,73.45,4,669,10,11,15,16,19,16,8,11,7,14,550,25,4,10,7,10,13,26,28,669
ITGA4,,XM_545551.2,XM_545551.2:1895,Endogenous,mRNA,100,FALSE,2,245.15,27,1244,456,172,169,80,105,156,92,56,99,175,1114,79,27,76,60,67,143,412,121,1244
ITGA5,,XM_022411219.1,XM_022411219.1:2930,Endogenous,mRNA,100,FALSE,2,844.25,339,1899,992,944,1716,1083,993,446,401,442,723,781,1327,671,339,438,379,441,789,1899,568,1513
ITGA6,,XM_005640324.2,XM_005640324.2:2650,Endogenous,mRNA,100,FALSE,2,548.4,269,932,906,581,611,409,359,453,492,419,444,724,792,354,269,429,608,541,350,744,551,932
ITGAE,,XM_005624962.1,XM_005624962.1:2375,Endogenous,mRNA,100,FALSE,2,225.35,18,1832,51,52,110,60,29,23,39,43,31,73,1649,118,18,58,45,86,47,65,78,1832
ITGAL,,XM_547024.2,XM_547024.2:1880,Endogenous,mRNA,100,FALSE,2,318.55,67,1507,378,94,318,140,94,283,287,109,303,251,1355,132,67,81,258,167,155,260,132,1507
ITGAM,,XM_014114359.1,XM_014114359.1:2861,Endogenous,mRNA,100,FALSE,2,287.5,39,1680,94,66,231,145,39,167,204,83,211,288,1578,75,74,108,226,139,83,154,105,1680
ITGAV,,XM_014110784.1,XM_014110784.1:1435,Endogenous,mRNA,100,FALSE,2,5001.5,1683,10008,8044,5634,8112,3000,2579,5864,3490,4266,6209,5638,1683,7033,2136,3347,5008,4774,3024,10008,8326,1855
ITGAX,,XM_547049.4,XM_547049.4:1965,Endogenous,mRNA,100,FALSE,2,572.45,149,2168,281,320,346,300,221,737,528,247,618,680,1960,352,156,149,579,423,349,670,365,2168
ITGB1,,XM_022406138.1,XM_022406138.1:1445,Endogenous,mRNA,100,FALSE,2,2039.9,462,4893,4893,2326,3327,1887,1410,1884,1683,2423,2733,2593,462,1862,1037,1490,1517,1711,1353,3746,1970,491
ITGB2,,XM_005638976.1,XM_005638976.1:1507,Endogenous,mRNA,100,FALSE,2,486.05,150,1516,835,192,575,412,150,444,579,197,540,428,1366,194,259,285,516,437,274,299,223,1516
ITGB3,,NM_001003162.1,NM_001003162.1:1915,Endogenous,mRNA,100,FALSE,2,202.9,61,862,192,137,246,61,78,166,120,83,225,284,725,111,74,74,112,98,101,197,112,862
ITGB4,,XM_014116208.2,XM_014116208.2:3226,Endogenous,mRNA,100,FALSE,2,95.85,6,859,10,17,17,13,9,15,14,19,11,17,773,13,13,30,6,23,16,25,17,859
ITK,,XM_546277.2,XM_546277.2:400,Endogenous,mRNA,100,FALSE,2,163.85,6,1478,159,6,17,22,11,10,15,10,19,8,1408,21,13,24,8,17,7,14,10,1478
JAK1,,XM_536679.2,XM_536679.2:270,Endogenous,mRNA,100,FALSE,2,2320.6,1131,3749,2555,3223,2796,2627,1260,2375,1803,2113,1894,3408,1131,2398,1381,2136,2415,2813,2233,3749,2933,1169
JAK2,,XM_541301.2,XM_541301.2:470,Endogenous,mRNA,100,FALSE,2,1077.2,305,1667,903,1373,961,725,763,1621,743,926,1254,1283,1294,1199,305,707,1218,982,675,1491,1667,1454
JAK3,,XM_022406886.1,XM_022406886.1:1418,Endogenous,mRNA,100,FALSE,2,249.7,35,1622,428,84,151,119,104,35,52,58,89,87,1371,143,56,77,77,54,94,200,93,1622
JAM3,,XM_005619543.2,XM_005619543.2:1440,Endogenous,mRNA,100,FALSE,2,1757.85,490,3383,916,2248,1432,1564,490,1433,1775,1810,905,3032,1766,1318,751,1672,3383,3263,1339,1550,2592,1918
JAML,,XM_848338.1,XM_848338.1:160,Endogenous,mRNA,100,FALSE,2,242.5,52,1279,134,132,237,85,103,135,113,188,67,94,1158,134,52,136,156,105,85,315,142,1279
KDM5C,,XM_022415517.1,XM_022415517.1:2245,Endogenous,mRNA,100,FALSE,2,895.35,419,1976,508,814,1976,523,541,999,812,462,935,1274,1203,881,419,787,696,732,685,881,1375,1404
KDR,,NM_001048024.1,NM_001048024.1:690,Endogenous,mRNA,100,FALSE,2,605.95,153,1648,153,715,714,327,473,961,500,307,657,555,1481,340,343,160,277,260,378,1079,791,1648
KIT,,NM_001003181.1,NM_001003181.1:2110,Endogenous,mRNA,100,FALSE,2,617.35,191,1657,191,828,1009,425,193,431,417,672,450,418,1443,588,423,463,364,558,409,805,603,1657
KLRA1,,NM_001002986.1,NM_001002986.1:255,Endogenous,mRNA,100,FALSE,2,196.6,19,944,74,38,89,59,19,307,206,60,304,284,868,39,78,43,225,131,75,41,48,944
KLRB1,,XM_005637170.1,XM_005637170.1:325,Endogenous,mRNA,100,FALSE,2,172.55,4,1096,57,15,61,24,4,197,103,32,252,168,1082,13,26,20,121,91,51,25,13,1096
KLRD1,,NM_001048035.1,NM_001048035.1:169,Endogenous,mRNA,100,FALSE,2,159.85,8,1469,66,13,25,8,15,27,20,20,31,23,1312,19,15,21,18,21,19,31,24,1469
KLRF1,,XM_849098.1,XM_849098.1:493,Endogenous,mRNA,100,FALSE,2,100.25,7,933,11,25,15,7,8,22,8,12,13,17,831,18,7,14,8,9,11,13,23,933
KLRG1,,XM_849133.1,XM_849133.1:370,Endogenous,mRNA,100,FALSE,2,343.45,29,2155,66,136,319,164,72,237,44,101,53,186,2047,247,29,91,81,176,105,385,175,2155
KLRK1,,XM_005637160.1,XM_005637160.1:324,Endogenous,mRNA,100,FALSE,2,447.45,76,1814,667,236,351,207,76,404,376,232,544,471,1651,126,174,198,402,372,191,231,226,1814
KMT2A,,XM_005620305.1,XM_005620305.1:5049,Endogenous,mRNA,100,FALSE,2,1035.95,348,1837,726,1131,1431,662,505,1224,926,968,705,1645,1091,1387,348,641,984,1151,677,1419,1837,1261
KMT2D,,XM_005636883.2,XM_005636883.2:11224,Endogenous,mRNA,100,FALSE,2,1695.75,601,3071,1232,2150,3071,1066,1129,1513,1061,1306,1524,2058,1756,2442,601,1166,1305,1814,1168,2671,2963,1919
KRT14,,NM_001253741.1,NM_001253741.1:1364,Endogenous,mRNA,100,FALSE,2,222.7,8,1123,17,244,15,19,8,19,52,21,14,274,1082,13,25,185,509,758,22,28,26,1123
KRT18,,NM_001346040.1,NM_001346040.1:802,Endogenous,mRNA,100,FALSE,2,272.6,36,729,154,75,207,56,36,729,398,60,611,644,529,87,96,47,473,304,142,104,133,567
KRT7,,XM_005636798.2,XM_005636798.2:889,Endogenous,mRNA,100,FALSE,2,158.75,15,758,102,39,68,32,15,224,216,57,174,163,663,81,83,69,173,123,66,34,35,758
KRT8,,NM_001346039.1,NM_001346039.1:1298,Endogenous,mRNA,100,FALSE,2,375.25,25,1109,658,59,199,60,25,976,489,65,862,1109,626,50,100,41,749,384,193,77,40,743
LAG3,,XM_005637438.2,XM_005637438.2:1335,Endogenous,mRNA,100,FALSE,2,292.45,26,1516,56,45,233,53,26,485,288,68,324,333,1372,49,148,54,294,197,172,87,49,1516
LAIR1,,XM_541424.2,XM_541424.2:133,Endogenous,mRNA,100,FALSE,2,689.25,100,1344,400,760,1000,667,659,868,467,394,509,701,1216,910,100,362,581,506,559,1113,669,1344
LAMP1,,XM_534193.6,XM_534193.6:1034,Endogenous,mRNA,100,FALSE,2,3713.2,1178,6386,3233,4832,5416,4578,1575,2362,3165,3794,2969,6386,1178,4105,2464,3718,4516,4410,2495,5400,6347,1321
LAMP2,,XM_005641765.2,XM_005641765.2:654,Endogenous,mRNA,100,FALSE,2,1559.85,368,3086,1362,1753,2593,1178,822,1690,931,1078,1820,3086,1252,1922,368,1102,2022,1321,684,2493,2377,1343
LAP3,,XM_005618543.2,XM_005618543.2:1292,Endogenous,mRNA,100,FALSE,2,732.5,254,1731,621,646,896,414,337,788,694,568,652,795,1388,750,254,315,445,585,559,998,1214,1731
LBP,,XM_542993.6,XM_542993.6:645,Endogenous,mRNA,100,FALSE,2,184.75,10,1359,12,36,48,82,46,18,22,208,77,15,1281,174,20,70,10,71,12,77,57,1359
LCK,,XM_005617639.1,XM_005617639.1:1116,Endogenous,mRNA,100,FALSE,2,216.6,20,1301,377,56,120,60,20,193,61,49,107,214,1294,61,47,62,83,55,47,55,70,1301
LCN2,,XM_022423769.1,XM_022423769.1:547,Endogenous,mRNA,100,FALSE,2,287,16,1584,864,26,84,34,17,347,186,40,181,209,1532,16,55,20,222,159,80,58,26,1584
LCP1,,XM_005633885.2,XM_005633885.2:770,Endogenous,mRNA,100,FALSE,2,574.2,202,1829,892,241,639,447,241,465,450,313,560,565,1640,495,243,202,471,372,324,750,345,1829
LFNG,,XM_547009.5,XM_547009.5:587,Endogenous,mRNA,100,FALSE,2,633.65,185,1888,185,396,709,406,241,284,563,570,547,910,1686,323,775,881,357,737,429,406,380,1888
LGALS1,,NM_001201488.1,NM_001201488.1:160,Endogenous,mRNA,100,FALSE,2,4733.6,1409,15587,15587,4601,6365,4063,2326,3497,7032,4583,4726,5874,1409,2768,3697,4989,3837,4637,3917,5391,3879,1494
LGALS3,,NM_001197043.1,NM_001197043.1:575,Endogenous,mRNA,100,FALSE,2,1694.7,499,5131,2792,1128,2726,1506,932,1230,1869,1485,5131,2315,1024,1705,735,850,1642,1014,499,3310,904,1097
LIF,,NM_001197073.1,NM_001197073.1:658,Endogenous,mRNA,100,FALSE,2,125.95,10,556,120,28,48,20,36,191,113,37,247,163,531,32,66,10,122,78,40,64,17,556
LOC100049001,,NM_001097555.1,NM_001097555.1:263,Endogenous,mRNA,100,FALSE,2,263.4,13,1546,105,30,80,40,13,342,249,36,286,261,1471,22,116,36,260,166,132,52,25,1546
LOC100683099,,XM_014112758.2,XM_014112758.2:133,Endogenous,mRNA,100,FALSE,2,259.85,14,1553,210,29,71,56,14,398,120,49,298,340,1391,35,44,16,258,141,66,88,20,1553
LOC100683403,,XM_005637157.3,XM_005637157.3:1050,Endogenous,mRNA,100,FALSE,2,150.2,3,1451,11,10,9,3,6,25,22,11,8,14,1347,7,7,10,6,18,7,20,12,1451
LOC100686511,,XM_005616249.2,XM_005616249.2:1003,Endogenous,mRNA,100,FALSE,2,265.05,35,1245,142,76,283,133,45,398,116,56,206,269,1198,243,76,74,185,141,115,265,35,1245
LOC100856270,,XM_003640212.3,XM_003640212.3:164,Endogenous,mRNA,100,FALSE,2,263.8,59,599,239,59,227,403,73,468,398,104,204,220,571,101,144,155,177,151,426,444,113,599
LOC102153988,,XR_293946.2,XR_293946.2:483,Endogenous,mRNA,100,FALSE,2,238.1,22,832,832,67,311,126,36,528,134,61,604,259,433,54,82,87,160,144,133,229,22,460
LOC102154078,,XR_293948.2,XR_293948.2:434,Endogenous,mRNA,100,FALSE,2,459.85,134,971,721,335,780,416,237,604,224,222,706,410,850,220,306,437,243,267,295,819,134,971
LOC102155900,,XR_293775.3,XR_293775.3:120,Endogenous,mRNA,100,FALSE,2,148.9,3,1443,8,10,13,6,3,12,6,12,10,11,1367,7,8,10,10,11,8,8,15,1443
LOC102156614,,XM_005615781.2,XM_005615781.2:879,Endogenous,mRNA,100,FALSE,2,1036.1,514,1874,514,866,730,832,543,1783,725,879,1161,1414,1191,1604,645,642,1163,1046,716,1874,1065,1329
LOC102156626,,XM_022420859.1,XM_022420859.1:835,Endogenous,mRNA,100,FALSE,2,262.75,13,1605,66,28,104,45,13,516,215,48,390,281,1344,21,38,22,245,142,87,29,16,1605
LOC102156778,,XR_002615925.1,XR_002615925.1:610,Endogenous,mRNA,100,FALSE,2,268.15,10,1656,81,17,100,31,10,346,221,34,276,375,1553,15,39,13,314,169,67,32,14,1656
LOC102156836,,XM_022404387.1,XM_022404387.1:248,Endogenous,mRNA,100,FALSE,2,177.5,10,1652,18,25,31,19,15,17,15,34,10,38,1488,22,17,42,12,16,26,26,27,1652
LOC106557449,,XM_005628291.3,XM_005628291.3:138,Endogenous,mRNA,100,FALSE,2,259.5,26,1360,76,51,62,48,26,643,174,43,254,245,1296,33,93,56,218,181,230,67,34,1360
LOC111094769,,XM_022415962.1,XM_022415962.1:225,Endogenous,mRNA,100,FALSE,2,115.7,8,943,8,19,23,42,8,14,25,21,16,29,932,12,12,40,36,38,36,27,33,943
LOC475935,,XM_533144.6,XM_533144.6:415,Endogenous,mRNA,100,FALSE,2,95.9,6,496,76,15,33,26,6,135,113,19,65,114,491,16,48,15,90,72,53,24,11,496
LOC476396,,XM_005616205.2,XM_005616205.2:1324,Endogenous,mRNA,100,FALSE,2,71,4,597,10,18,19,13,11,22,12,14,8,17,597,16,4,11,6,12,16,18,14,582
LOC476900,,XM_014106246.2,XM_014106246.2:640,Endogenous,mRNA,100,FALSE,2,134.5,7,1295,12,15,11,13,8,12,18,13,18,15,1157,11,8,13,12,7,12,17,23,1295
LOC477699,,XM_534893.6,XM_534893.6:2185,Endogenous,mRNA,100,FALSE,2,2519.5,472,8798,472,2342,1711,698,859,4466,4185,2437,5764,1284,1449,4831,961,521,830,2008,1018,4223,8798,1533
LOC478984,,XM_022415348.1,XM_022415348.1:580,Endogenous,mRNA,100,FALSE,2,520.95,87,1534,467,213,885,454,246,1046,364,138,469,409,1413,646,87,160,259,165,298,1042,124,1534
LOC480600,,NM_001253735.1,NM_001253735.1:149,Endogenous,mRNA,100,FALSE,2,175.4,3,1297,59,10,32,11,4,195,115,21,99,131,1190,16,37,4,113,89,64,18,3,1297
LOC481722,,XM_022425780.1,XM_022425780.1:659,Endogenous,mRNA,100,FALSE,2,1388.4,720,2164,1240,924,1871,1272,910,720,936,2164,796,1603,1789,1371,1236,1396,953,1190,1903,1827,1700,1967
LOC483397,,XM_540516.3,XM_540516.3:433,Endogenous,mRNA,100,FALSE,2,127.55,21,673,30,26,45,37,21,217,132,22,121,119,663,22,37,48,125,77,56,52,28,673
LOC484306,,XM_014118394.2,XM_014118394.2:937,Endogenous,mRNA,100,FALSE,2,369.55,51,1445,336,72,366,156,100,569,277,111,456,370,1387,133,286,59,370,258,253,336,51,1445
LOC484343,,XM_022423013.1,XM_022423013.1:535,Endogenous,mRNA,100,FALSE,2,167.55,31,919,97,48,57,64,31,235,141,68,113,119,812,36,87,46,132,148,98,51,49,919
LOC487977,,XM_005639485.2,XM_005639485.2:1272,Endogenous,mRNA,100,FALSE,2,223.7,23,1149,135,34,157,120,23,339,128,74,258,248,1001,60,78,36,243,141,90,119,41,1149
LOC488947,,XM_843271.5,XM_843271.5:1383,Endogenous,mRNA,100,FALSE,2,216.95,22,1081,107,48,146,54,61,207,63,318,202,166,1064,136,22,75,96,88,134,194,77,1081
LOC490356,,XM_022421696.1,XM_022421696.1:264,Endogenous,mRNA,100,FALSE,2,278.3,17,1834,162,47,74,39,17,391,206,49,291,247,1615,24,39,38,210,117,78,65,23,1834
LOC606890,,XM_843371.4,XM_843371.4:520,Endogenous,mRNA,100,FALSE,2,230.8,12,1290,63,32,79,58,12,419,261,39,227,264,1131,26,59,31,254,159,131,52,29,1290
LOC609023,,XM_846203.1,XM_846203.1:995,Endogenous,mRNA,100,FALSE,2,205,18,1483,59,44,76,18,22,200,94,27,133,122,1308,27,46,24,111,80,122,62,42,1483
LOC612539,,XM_014117025.2,XM_014117025.2:108,Endogenous,mRNA,100,FALSE,2,114.9,9,959,21,14,22,28,10,69,27,18,38,44,890,9,12,18,41,27,21,18,12,959
LRP1,,XM_538245.7,XM_538245.7:6265,Endogenous,mRNA,100,FALSE,2,7613.4,2205,15917,2205,8490,8112,4415,5837,12304,8786,9925,6015,4832,5551,12367,4408,4071,4681,5968,7171,15155,15917,6058
LTA,,XM_843793.4,XM_843793.4:834,Endogenous,mRNA,100,FALSE,2,193.6,3,1186,65,16,60,25,3,275,185,25,192,176,1072,10,116,12,166,128,129,19,12,1186
LTB,,NM_001033510.1,NM_001033510.1:61,Endogenous,mRNA,100,FALSE,2,117.4,2,594,118,7,39,24,2,211,114,15,180,119,528,11,88,10,132,74,65,12,5,594
LTBR,,XM_005637256.3,XM_005637256.3:422,Endogenous,mRNA,100,FALSE,2,292.8,88,1084,259,122,206,200,88,282,199,126,653,295,1026,114,126,164,253,184,182,166,127,1084
LTF,,NM_001287076.1,NM_001287076.1:1409,Endogenous,mRNA,100,FALSE,2,161.15,14,1288,41,50,62,117,16,14,27,38,46,43,1141,23,21,87,51,43,18,53,44,1288
LTK,,XM_022412515.1,XM_022412515.1:695,Endogenous,mRNA,100,FALSE,2,172,5,1215,29,7,24,10,5,221,91,9,147,139,1215,9,21,7,169,78,34,18,9,1198
LY86,,XM_535877.7,XM_535877.7:378,Endogenous,mRNA,100,FALSE,2,184.3,28,841,155,40,112,100,28,301,128,58,204,190,841,87,30,68,172,120,85,89,37,841
LY9,,XM_005640882.3,XM_005640882.3:540,Endogenous,mRNA,100,FALSE,2,237.6,31,1057,156,55,145,60,59,509,267,56,331,276,996,74,35,31,214,120,89,159,63,1057
LY96,,XM_005638051.3,XM_005638051.3:386,Endogenous,mRNA,100,FALSE,2,230.3,28,1451,143,84,192,92,76,127,90,93,72,108,1354,139,28,50,56,48,80,226,97,1451
LYN,,XM_535078.6,XM_535078.6:1120,Endogenous,mRNA,100,FALSE,2,617.35,294,1325,573,432,839,482,294,477,639,512,640,602,993,700,305,336,341,400,375,989,1325,1093
MAF,,XM_014113996.1,XM_014113996.1:1214,Endogenous,mRNA,100,FALSE,2,1170.25,649,1990,1396,1243,1990,1873,649,708,1086,1447,869,1127,967,858,685,1297,1177,1183,938,1297,1628,987
MAP2,,XM_022415214.1,XM_022415214.1:2305,Endogenous,mRNA,100,FALSE,2,2200.45,617,4622,798,3368,3053,3651,681,1665,1534,2268,1205,4622,839,2017,617,2506,4438,3567,1359,1650,3321,850
MAP2K1,,NM_001048094.1,NM_001048094.1:333,Endogenous,mRNA,100,FALSE,2,3124.6,895,6726,1983,4479,3420,6164,895,1687,1305,3379,2763,6059,1164,2299,977,3702,6726,4593,2083,3139,4451,1224
MAP2K2,,NM_001048136.1,NM_001048136.1:963,Endogenous,mRNA,100,FALSE,2,4029.6,1581,6623,2904,5061,5577,4066,1995,4100,3360,4040,3308,5403,1581,5205,2164,4337,3698,5187,4595,6623,5725,1663
MAP2K4,,XM_022418586.1,XM_022418586.1:945,Endogenous,mRNA,100,FALSE,2,1167.4,363,2037,614,1626,1013,1759,363,1004,930,979,609,2016,1048,1082,549,997,2037,1857,733,1045,1948,1139
MAP3K1,,XM_005617402.2,XM_005617402.2:2759,Endogenous,mRNA,100,FALSE,2,2031.75,273,4511,1032,4160,1061,579,1953,3365,1870,2491,2783,2010,1357,2379,273,804,970,1693,2082,3856,4511,1406
MAP3K5,,XM_533420.7,XM_533420.7:1080,Endogenous,mRNA,100,FALSE,2,736.1,363,1667,390,424,505,604,397,489,703,615,595,1174,1575,363,519,518,1145,1103,415,666,855,1667
MAP3K7,,XM_005627639.3,XM_005627639.3:1604,Endogenous,mRNA,100,FALSE,2,583.35,153,1299,372,724,585,398,197,704,314,351,355,640,1253,743,153,372,640,549,358,810,850,1299
MAP4K2,,XM_005631510.2,XM_005631510.2:241,Endogenous,mRNA,100,FALSE,2,868.6,406,1343,538,812,945,1048,406,551,1236,599,520,998,1301,451,1038,932,1145,1247,741,648,873,1343
MAPK1,,NM_001110800.1,NM_001110800.1:535,Endogenous,mRNA,100,FALSE,2,2665.75,675,5822,1223,3948,3358,3120,675,2297,1758,2895,1495,5822,853,2556,727,2081,5330,3769,1858,3615,4869,1066
MAPK11,,XM_005625711.3,XM_005625711.3:1008,Endogenous,mRNA,100,FALSE,2,218.35,16,1170,73,110,56,327,16,30,115,93,40,145,1091,57,133,196,201,229,81,54,150,1170
MAPK14,,NM_001003206.1,NM_001003206.1:110,Endogenous,mRNA,100,FALSE,2,1533,573,2756,964,1490,2756,1065,609,2372,1086,812,1964,2658,1340,1699,573,1048,1809,1541,970,2030,2309,1565
MAPK3,,NM_001252035.1,NM_001252035.1:475,Endogenous,mRNA,100,FALSE,2,4399.85,1226,8128,2317,5433,6675,4852,1695,6011,4492,3859,3544,5652,1226,5344,1991,4173,5042,7033,4113,5072,8128,1345
MAPK8,,XM_005637467.3,XM_005637467.3:665,Endogenous,mRNA,100,FALSE,2,2211.15,739,4086,853,2451,2988,1624,798,2693,2318,2053,2415,4086,739,2270,1516,1688,4080,3322,1500,2487,3482,860
MAPKAPK2,,XM_014115060.2,XM_014115060.2:608,Endogenous,mRNA,100,FALSE,2,816.25,405,1355,836,1355,1209,622,487,780,777,755,1039,748,531,1181,405,671,515,661,789,1339,1091,534
MARCO,,XM_005631917.3,XM_005631917.3:117,Endogenous,mRNA,100,FALSE,2,336.9,14,1632,470,34,402,78,24,420,208,62,398,449,1482,73,103,202,338,190,101,58,14,1632
MASP1,,XM_005639816.3,XM_005639816.3:623,Endogenous,mRNA,100,FALSE,2,200.35,42,1001,42,152,127,77,91,98,136,65,70,135,977,114,89,117,49,137,149,236,145,1001
